time,sum_hh_low_HH,sum_hh_med_HH,sum_hh_high_HH,sum_occ_low_BG,sum_occ_med_BG,sum_occ_high_BG,mean_price_low_BG,mean_price_med_BG,mean_price_high_BG,seed
26,9800,10984,14506,11771,12169,11350,162730.40366853782,237535.6369073542,619863.4328556891,1000.0
27,9729,10940,14648,11798,12153,11366,167250.7902072853,239087.53565677893,630164.8575737451,1000.0
28,9547,10804,14685,11767,12025,11244,171765.93261613083,240675.12293466093,642787.5134348925,1000.0
29,9545,10797,14869,11839,12078,11294,175745.05297513134,242109.64566422382,654412.4420680826,1000.0
30,9551,10803,15047,11911,12127,11363,180185.09283276513,243654.01543569867,669956.9579003972,1000.0
31,9400,10590,15036,11835,11955,11236,188603.6762308985,245199.32570575562,684990.1141061884,1000.0
32,9453,10578,15142,11910,12003,11260,193272.7603312284,246715.63002207744,704809.3341438036,1000.0
33,9478,10552,15331,11948,12050,11363,200178.20952402148,248294.45199997164,721978.535977548,1000.0
34,9485,10553,15497,11985,12129,11421,208892.38528140262,249819.35025241858,753999.096007865,1000.0
35,9562,10595,15717,12106,12197,11571,223380.43739788697,251359.46307658078,773387.4389973236,1000.0
36,9564,10626,15931,12149,12279,11693,231267.4003357495,253105.36508936528,790006.7257220191,1000.0
37,9455,10591,16049,12127,12292,11676,264314.7824656138,255062.5476213643,822139.4849452738,1000.0
38,9441,10531,16158,12128,12293,11709,271663.8608970844,257054.1658490256,840737.9411339029,1000.0
39,9399,10488,16262,12100,12289,11760,287197.99700711836,258697.94179584025,868288.6593647539,1000.0
0,11653,12936,11231,11653,12936,11231,111205.4012714691,207672.31945129676,388660.55563085934,1001.0
1,12480,13032,11663,12542,13081,11552,112069.54678612381,207794.08105685716,389406.2586714417,1001.0
2,12770,13041,12081,12708,13252,11932,112894.7096254069,208546.78722083368,395848.014636215,1001.0
3,12722,12964,12378,12724,13330,12010,114128.92424948564,209579.51261716938,402280.9444163635,1001.0
4,12623,12809,12499,12701,13244,11986,116099.16506850427,210792.09820374104,407255.85817970906,1001.0
5,12561,12663,12646,12728,13186,11956,117923.89332285464,211986.2840238915,414062.8457720296,1001.0
6,12498,12465,12734,12689,13069,11939,119678.90046220704,213191.54346772606,419843.7376137683,1001.0
7,12440,12311,12841,12674,13015,11903,121176.25941261112,214540.48941737073,427630.25404010626,1001.0
8,12338,12147,12967,12647,12919,11886,122735.26792283777,215813.2377508643,435638.10190703394,1001.0
9,11908,11616,12638,12190,12461,11511,124364.64588586791,216906.5765669236,445602.7793011635,1001.0
10,11982,11409,12709,12216,12452,11432,125628.0812690453,218074.0411816542,454718.8168224835,1001.0
11,11790,11070,12634,11995,12263,11236,127163.65904968872,219231.97078691857,463870.9097006254,1001.0
12,11719,10905,12720,11974,12175,11195,128685.08481426515,220324.60840495792,473449.69088443444,1001.0
13,11575,10670,12757,11859,12048,11095,130080.08015608329,221396.9485680504,479566.51457478694,1001.0
14,11510,10566,12896,11819,12076,11077,131487.6139041329,222525.19268633827,488483.77255144,1001.0
15,11469,10443,13022,11804,12043,11087,132838.83830883403,223421.47018986888,499002.7417254629,1001.0
16,11237,10276,13009,11645,11894,10983,134508.5662268271,224375.9145290239,511927.25115022535,1001.0
17,11305,10148,13166,11653,11895,11071,135527.3241184705,225380.78780088777,525194.7914216021,1001.0
