time,sum_hh_low_HH,sum_hh_med_HH,sum_hh_high_HH,sum_occ_low_BG,sum_occ_med_BG,sum_occ_high_BG,mean_price_low_BG,mean_price_med_BG,mean_price_high_BG,seed
32,10879,18332,17439,15380,15537,15733,166045.54639937665,264959.3539058352,709459.1372664208,1014.0
33,10905,18466,17709,15514,15633,15933,168605.98313384675,266878.56615743606,722736.0524204053,1014.0
34,10971,18687,18002,15726,15767,16167,170643.6293651604,268894.2181979764,731829.6917764383,1014.0
35,11003,18936,18313,15946,15896,16410,172680.66554064388,271072.66673618084,742111.7217625378,1014.0
36,11053,19250,18666,16135,16170,16664,174951.59493856283,273501.3932286032,753656.5687172972,1014.0
37,11030,19408,18919,16223,16324,16810,178163.7156456257,275774.9209463946,765027.4827064843,1014.0
38,10940,19507,19180,16282,16466,16879,181354.15251032062,278037.2148901782,779061.8078991448,1014.0
39,11002,19720,19440,16456,16661,17045,182864.1429152141,280498.7189468202,792420.7911280916,1014.0
0,11653,12936,11231,11653,12936,11231,111205.4012714691,207672.31945129676,388660.55563085934,1015.0
1,12000,13870,11386,11906,13423,11927,111697.28769926484,208491.17210357575,392091.912026418,1015.0
2,12134,14504,11428,12302,13557,12207,112614.24582302776,210064.37453540674,400275.02727282065,1015.0
3,12126,14941,11447,12577,13615,12322,113986.1274385477,211811.33078873824,409081.48807941476,1015.0
4,12107,15370,11427,12808,13675,12421,115693.5439285872,213729.71538172022,419534.62058971246,1015.0
5,12100,15790,11426,13036,13704,12576,117528.46131114314,215453.4867501571,429059.0072072173,1015.0
6,11992,16099,11411,13115,13716,12671,120407.46462892673,217489.68995681035,437941.9986007706,1015.0
7,11920,16515,11418,13268,13789,12796,122188.19216732557,219483.41785229326,447887.61143267486,1015.0
8,11838,16938,11416,13384,13827,12981,123679.7240570214,221281.98389805635,458088.7640803294,1015.0
9,11359,16754,11150,13005,13480,12778,127050.05605189421,223569.22557131766,468137.75056983077,1015.0
10,11373,17203,11096,13264,13546,12862,128681.25432585755,225225.06965102523,477529.1536151,1015.0
11,11195,17298,10936,13247,13406,12776,130480.42001534966,227047.25833371223,486900.15372719115,1015.0
12,11126,17703,10903,13346,13485,12901,132149.8898050347,228849.7856250337,498407.38967591606,1015.0
13,10974,18001,10868,13328,13524,12991,133580.01484067686,230330.53276365538,506853.6597276509,1015.0
14,10985,18435,10840,13467,13647,13146,135557.28417959512,232356.65679396383,515372.05501103593,1015.0
15,10980,18797,10865,13631,13722,13289,137192.16070956495,234134.4551564989,524252.2941178721,1015.0
16,10795,18995,10821,13618,13733,13260,139037.65922979586,236382.89075075515,533549.8820505542,1015.0
17,10811,19381,10845,13716,13870,13451,140288.64157243352,238389.6022940918,541771.6068572188,1015.0
18,10635,19554,10853,13699,13884,13459,141863.24713327532,239957.35315300128,550283.7903113202,1015.0
19,10417,19548,10879,13554,13851,13439,143385.11582794457,241845.2523149336,560711.5736092328,1015.0
20,10392,19806,10913,13650,13888,13573,144687.66421297533,243218.40535011564,570523.4048418917,1015.0
21,10457,20287,10952,13845,14106,13745,146123.27535170782,244697.4571421451,578780.66388673,1015.0
22,10541,20850,11056,14095,14332,14020,147416.1689123228,246287.95207036528,590369.3264636366,1015.0
23,10603,21389,11141,14322,14578,14233,148894.53814775092,248096.76757467058,601021.1173340154,1015.0
24,10656,21862,11212,14527,14758,14445,150494.39804249795,249939.99051451264,611904.2884683951,1015.0
25,10623,22256,11307,14702,14855,14629,152174.22811297435,252136.44495352064,624313.7420086177,1015.0
26,10640,22708,11390,14878,15035,14825,153874.96860277632,254388.10131226006,634550.9709466068,1015.0
27,10579,23094,11453,15056,15129,14941,155738.3736308397,256714.32926864736,648215.0108300232,1015.0
28,10456,23172,11524,14984,15138,15030,157498.44782946754,259280.42408081997,660228.7861044852,1015.0
29,10501,23615,11614,15153,15307,15270,159539.9989530054,261743.74633617402,671591.1140699062,1015.0
30,10532,24069,11731,15287,15509,15536,161464.28192075147,263730.1567595813,680349.7457037875,1015.0
31,10275,23912,11787,15184,15340,15450,163202.35564006318,266191.5354701568,690518.6852233553,1015.0
32,10322,24259,11863,15418,15445,15581,164483.3293058977,268166.64876668155,702967.4255390774,1015.0
33,10322,24702,11991,15540,15633,15842,165888.99517505325,270046.594809225,713326.4456636328,1015.0
34,10386,25200,12096,15746,15849,16087,167290.01872955897,272151.87665820064,725079.9189794222,1015.0
35,10506,25561,12184,15969,15998,16284,169189.29353508158,274539.87385176454,735187.6000900604,1015.0
36,10540,26029,12299,16133,16202,16533,170961.48822005306,276696.0292680886,749247.9020611424,1015.0
37,10469,26389,12362,16315,16237,16668,172982.89887891815,279231.30547506385,760922.8053713811,1015.0
38,10426,26668,12453,16438,16302,16807,174815.97960468414,281451.9495099057,770948.1774726372,1015.0
39,10428,27028,12563,16578,16468,16973,176605.98118768973,283452.5079497456,781644.9918169994,1015.0
0,11653,12936,11231,11653,12936,11231,111205.4012714691,207672.31945129676,388660.55563085934,1016.0
1,12221,13337,11706,11920,13385,11959,111795.08549581491,208269.54871037503,391113.5915998784,1016.0
2,12451,13631,12072,12342,13569,12243,112831.00370723636,210076.29596240201,400129.0140179038,1016.0
3,12528,13748,12328,12597,13628,12379,115327.60851899046,211860.23875845983,409832.4840865498,1016.0
4,12545,13846,12542,12786,13696,12451,117450.39981939901,213835.02167159028,423925.22510444646,1016.0
5,12608,13933,12757,12994,13768,12536,119276.7190787208,215815.7211485567,432633.16023555276,1016.0
6,12592,13988,12978,13117,13793,12648,121001.24097573869,217914.35870981152,442937.06438604166,1016.0
7,12578,14068,13208,13260,13818,12776,122633.18975402573,220093.46817873235,454138.2942480119,1016.0
8,12580,14111,13428,13350,13883,12886,125092.09707036104,222128.11300061498,464400.3124312535,1016.0
9,12198,13743,13349,13022,13489,12779,127372.12538277333,224301.12720287478,473627.1911440716,1016.0
10,12282,13827,13545,13214,13519,12921,128983.73466722037,226069.15236046514,483487.4873823328,1016.0
11,12090,13710,13530,13099,13437,12794,131643.24586083373,228134.96950550794,493375.8105407158,1016.0
12,12141,13799,13764,13205,13523,12976,133133.3172624575,229624.87903356316,503644.2121633458,1016.0
13,12047,13755,13898,13191,13533,12976,134716.98114745456,231201.3235102284,513817.5078698909,1016.0
14,12127,13886,14133,13329,13688,13129,135745.6252550391,232724.2911236665,522503.62454048934,1016.0
15,12101,13957,14383,13406,13784,13251,136898.9000432841,234280.7559656065,534075.0427070431,1016.0
16,11950,13943,14521,13456,13753,13205,138289.9839446033,236049.21386841184,543871.0892786228,1016.0
17,12063,14052,14781,13634,13857,13405,139340.58244818173,237485.86237881926,552030.6587546618,1016.0
18,12061,14069,14948,13780,13908,13390,140846.21369797454,239159.97399843368,563774.8967471222,1016.0
19,11755,13878,15097,13747,13707,13276,142555.06358339894,240703.62005603834,574338.7339163914,1016.0
20,11829,13939,15380,13876,13860,13412,143847.5788951383,242132.4844634941,581860.268860143,1016.0
21,11954,14119,15677,14032,14057,13661,145044.82913718213,243688.46679876372,591323.0751566434,1016.0
22,12102,14280,15980,14207,14227,13928,146359.27649074988,245134.24942431127,601178.1606116649,1016.0
23,12216,14469,16311,14443,14417,14136,148015.47720762723,247100.7392678918,609745.6585416838,1016.0
24,12324,14625,16653,14636,14658,14308,149446.2179684273,248722.18411779104,621600.3708522811,1016.0
25,12358,14713,17023,14776,14804,14514,151008.69555279537,250757.2614279024,630892.1867129445,1016.0
26,12408,14877,17363,14933,14988,14727,152670.50572872194,252612.90376526813,639693.0589744099,1016.0
27,12355,14975,17675,15014,15064,14927,154257.92902617314,255006.87507663554,650092.2074956507,1016.0
28,12269,15016,17926,15084,15082,15045,155701.29902365853,257151.1480056259,661056.3448287563,1016.0
29,12330,15138,18232,15240,15238,15222,157390.12677867417,259095.74818038096,671958.8429842026,1016.0
30,12372,15310,18551,15366,15387,15480,159128.00582771315,261395.037841266,683964.9484968347,1016.0
31,12047,15134,18736,15238,15248,15431,160713.3215229666,263551.25688007235,694403.7856767081,1016.0
32,12130,15244,19007,15422,15359,15600,162232.498177749,265457.3756026004,704442.9129900496,1016.0
33,12236,15345,19342,15598,15529,15796,163840.56670828362,267631.800171897,713003.9860794896,1016.0
34,12337,15422,19653,15717,15710,15985,165654.7141991552,269914.6033356191,723820.7363768221,1016.0
35,12498,15604,20021,15979,15922,16222,167412.8551328227,272007.88132736017,732481.6772827544,1016.0
36,12583,15748,20369,16160,16117,16423,169374.4166128077,274299.00223640725,742473.5177602448,1016.0
37,12609,15862,20672,16341,16202,16600,171003.24533257476,276719.53049770335,752663.0394321835,1016.0
38,12643,15952,20919,16425,16310,16779,172679.38849342658,278822.522221509,764729.7767242402,1016.0
39,12692,16065,21253,16557,16476,16977,174104.6477463445,281121.6294204364,775103.7734532688,1016.0
0,11653,12936,11231,11653,12936,11231,111205.4012714691,207672.31945129676,388660.55563085934,1017.0
1,12075,13627,11563,11908,13384,11973,111749.67626930031,208356.66428270904,391780.2583411072,1017.0
2,12276,14085,11753,12343,13561,12210,113033.7034759813,209893.38597272572,400132.12991789944,1017.0
3,12277,14365,11914,12606,13622,12328,114730.23637389323,211544.41379868373,408741.36486357875,1017.0
4,12301,14579,11990,12801,13665,12404,116323.99374112813,213458.05401760773,418205.3488572873,1017.0
5,12240,14824,12115,12928,13687,12564,118786.87553545239,215220.3427865669,427668.37216837786,1017.0
6,12179,15032,12241,13065,13713,12674,121080.07569362158,217096.00220776603,437473.5720398104,1017.0
7,12204,15272,12351,13243,13787,12797,123386.29836334825,219255.81572060782,449187.3504269985,1017.0
8,12167,15543,12453,13386,13796,12981,124895.90724050472,221169.5374839286,460028.98741592455,1017.0
9,11689,15284,12350,13041,13472,12810,127037.40018202011,222909.5691241229,471686.5831796351,1017.0
10,11674,15530,12434,13177,13562,12899,128478.80748836393,224374.36457336473,481757.3287522152,1017.0
11,11450,15540,12379,13114,13408,12847,129899.80397239649,226301.4060209443,495144.0779583773,1017.0
12,11478,15835,12469,13248,13532,13002,131662.10488839872,227978.34207022833,506180.0651693326,1017.0
13,11377,15937,12540,13300,13565,12989,133062.3355478505,229643.91613574207,517227.5006547551,1017.0
14,11420,16224,12675,13449,13712,13158,134499.85506426304,231113.56313862177,528695.6670643669,1017.0
15,11358,16464,12789,13552,13801,13258,135917.33708635415,232708.92530358213,540230.5380179695,1017.0
16,11120,16486,12919,13499,13803,13223,137513.44195113803,234413.35802904438,551277.529250198,1017.0
17,11106,16731,13095,13645,13887,13400,138988.32727145587,235907.11929152565,562784.6653658526,1017.0
18,10981,16805,13226,13696,13855,13461,140152.9191492737,237543.55586963656,572592.9316959904,1017.0
19,10784,16691,13273,13599,13779,13370,141529.04501585275,238900.44369639858,585459.1478842308,1017.0
20,10819,16868,13429,13677,13882,13557,142588.448209081,240194.48616984862,596307.0042334511,1017.0
21,10890,17106,13628,13826,14073,13725,144045.1555818683,241681.82084769706,605925.7299972308,1017.0
22,10939,17414,13818,13989,14244,13938,145547.14654496862,243549.63772085073,615852.9459430653,1017.0
23,11028,17776,14043,14195,14453,14199,146964.18436487232,245333.9310382198,625911.4198235204,1017.0
24,11075,18076,14282,14430,14620,14383,148676.99014621566,247134.2150078225,636864.9445928592,1017.0
25,11099,18317,14492,14561,14741,14606,150412.68700683874,249143.16302005498,645122.5674648307,1017.0
26,11158,18631,14679,14770,14870,14828,152271.76288791661,251037.957878649,657376.4651264643,1017.0
27,11110,18828,14904,14879,14931,15032,153983.6681526139,253003.1658720028,678087.7286380224,1017.0
28,10957,18891,15099,14931,14933,15083,155969.46439374183,255541.73845866558,694117.9729360178,1017.0
29,11024,19166,15324,15125,15113,15276,157593.80039275752,257476.83896603136,705341.5460475164,1017.0
30,11080,19505,15577,15317,15313,15532,159125.3929085601,259338.35029417544,714475.8526989765,1017.0
31,10798,19436,15679,15263,15181,15469,161242.86432254038,261419.63442718575,727968.8299120102,1017.0
32,10867,19642,15872,15399,15376,15606,162649.55954885005,263209.88370603154,740448.2610882691,1017.0
33,10919,19971,16076,15619,15524,15823,164183.5798593046,264769.8927267326,754676.9941580712,1017.0
34,10979,20265,16299,15748,15723,16072,165861.71428214802,266771.76503915805,764876.0930532628,1017.0
35,11066,20593,16539,15938,15930,16330,167499.74840644078,268688.24308815267,776481.8568803736,1017.0
36,11146,20914,16766,16124,16145,16557,169077.13125236396,271070.25968161155,788011.6431826304,1017.0
37,11113,21101,16962,16312,16184,16680,170790.90356499897,273549.1047413244,800506.5689144529,1017.0
38,11094,21248,17200,16434,16283,16825,172449.65835931007,275590.63298255764,814827.3273800404,1017.0
39,11123,21497,17428,16604,16418,17026,174817.37574099939,277701.11543335463,824476.1670499595,1017.0
0,11653,12936,11231,11653,12936,11231,111205.4012714691,207672.31945129676,388660.55563085934,1018.0
1,11943,13742,11583,11825,13409,12034,111765.36328446277,208256.5796175933,392184.18769011094,1018.0
2,12019,14263,11812,12285,13518,12291,112540.86260923193,210089.6979561409,401295.475132464,1018.0
3,12013,14633,12013,12606,13578,12475,114725.2740175416,211732.40594162277,410380.9650775389,1018.0
4,11932,14949,12117,12837,13597,12564,116667.69127204221,213479.01085701643,418807.2152200437,1018.0
5,11851,15189,12243,12981,13654,12648,118198.27578238456,215454.2997753441,429659.17131016066,1018.0
6,11725,15421,12399,13068,13702,12775,120241.9988843914,217461.6775130307,438274.4549393346,1018.0
7,11622,15716,12556,13244,13780,12870,122280.5183128352,219580.8901554919,447262.78657282016,1018.0
8,11494,15911,12653,13317,13812,12929,124482.84770949441,221561.22854473785,456981.4176071798,1018.0
9,11077,15760,12499,13043,13488,12805,126605.20888316262,223714.6337853332,468682.8145175521,1018.0
10,10999,16008,12624,13185,13559,12887,128347.18380761091,225769.77359911357,478446.90882268205,1018.0
11,10726,16071,12568,13138,13501,12726,130487.19128101521,227496.2326805535,488593.7199312259,1018.0
12,10696,16381,12758,13346,13609,12880,131975.38364884903,229236.1505476949,497990.2477564695,1018.0
13,10515,16537,12813,13343,13642,12880,134167.8259544277,231157.79401626665,507833.85274646385,1018.0
14,10456,16849,12942,13450,13790,13007,135607.00495351266,232869.8017338061,516824.1102702462,1018.0
15,10363,17118,13086,13554,13887,13126,137264.56242754846,234818.38118773376,526593.5555358538,1018.0
16,10170,17168,13182,13530,13843,13147,139422.41518278967,236703.7280325224,536630.5103590693,1018.0
17,10122,17515,13325,13704,13927,13331,141427.23788729933,238059.54682625685,545272.9722983199,1018.0
18,9983,17636,13451,13771,13921,13378,142899.16122904283,239733.33846204085,555219.6425846667,1018.0
19,9762,17489,13542,13689,13858,13246,144765.25694068242,241265.84233444283,566777.7209845915,1018.0
20,9747,17692,13752,13735,13971,13485,146780.11853515718,242767.45959394492,579104.4398171346,1018.0
21,9753,18048,13941,13901,14177,13664,148192.68934507252,244308.64983607776,587773.5412860434,1018.0
22,9748,18419,14161,14105,14369,13854,150152.02917124293,245958.57839874088,596859.9234636979,1018.0
23,9824,18796,14390,14360,14594,14056,151857.31374760508,248027.52472169916,605442.0621542258,1018.0
24,9852,19183,14618,14574,14751,14328,153502.72092948036,249680.44846001387,617708.6861994299,1018.0
25,9833,19460,14851,14764,14867,14513,155844.05714679966,251970.10894407248,629510.0556782121,1018.0
26,9812,19823,15072,14932,15061,14714,158747.5298544525,254115.64358471436,639450.9069423896,1018.0
27,9757,20025,15290,15034,15177,14861,160648.97479151032,256451.74131443878,650998.4029112156,1018.0
28,9615,20069,15526,15033,15200,14977,162766.7932756071,258881.17149670958,664094.4151494275,1018.0
29,9643,20372,15788,15216,15380,15207,164298.43666882583,260883.25867869917,676305.1088413148,1018.0
30,9635,20673,16046,15348,15556,15450,166954.94592419325,262963.9791777033,686361.6712561063,1018.0
31,9338,20444,16195,15190,15307,15480,169104.28414110406,265294.7158313936,701536.5070719295,1018.0
32,9305,20708,16420,15280,15481,15672,171220.44736705403,267150.6101422579,716441.4745381455,1018.0
33,9331,21003,16640,15421,15655,15898,173069.74838799555,269094.18149275845,728363.6184540702,1018.0
34,9333,21349,16858,15572,15853,16115,175956.93350612052,271196.81311326096,738834.8925229704,1018.0
35,9352,21733,17155,15761,16041,16438,178162.50730037,273219.4937340909,749332.8732223576,1018.0
36,9344,22103,17384,15886,16201,16744,179940.0465191286,275307.21068551764,760855.5403238969,1018.0
37,9275,22331,17638,16110,16228,16906,182215.70288768908,277862.4069586627,774013.2019863019,1018.0
38,9184,22585,17901,16208,16319,17143,185084.2596806853,280168.6328033947,786139.6867526412,1018.0
39,9189,22807,18120,16306,16535,17275,187299.5484529838,282346.5396335205,799679.4434727285,1018.0
0,11653,12936,11231,11653,12936,11231,111205.4012714691,207672.31945129676,388660.55563085934,1019.0
1,12231,13153,11864,11911,13356,11981,111793.92223164754,208291.84699563612,391807.648426195,1019.0
2,12573,13242,12344,12386,13547,12226,112585.02637436139,209794.6116030598,401882.99597058684,1019.0
3,12642,13206,12784,12644,13602,12386,114017.10751885126,211563.55116611265,409651.74423584813,1019.0
4,12707,13173,13088,12849,13634,12485,116516.96011034554,213305.7003338955,417769.88023959973,1019.0
5,12768,13101,13446,13068,13678,12569,118712.28445144191,215101.8855955686,426512.4395692125,1019.0
6,12804,13047,13804,13244,13709,12702,120718.61738399214,217020.09303426207,435290.56060855347,1019.0
7,12823,12954,14162,13364,13735,12840,123037.42824198122,219263.69044122074,444322.5909582642,1019.0
8,12884,12864,14523,13526,13760,12985,125259.598882501,221180.33033179957,453658.0594016125,1019.0
9,12495,12437,14499,13158,13406,12867,128146.54909215192,223087.5168224654,465217.71245867375,1019.0
10,12535,12319,14869,13249,13442,13032,129826.12442706632,224982.33091736562,475153.8451459845,1019.0
11,12373,12078,15013,13183,13368,12913,131387.42160124594,226813.28815388217,482910.2619216694,1019.0
12,12448,12031,15329,13348,13435,13025,133316.3847890122,228493.68601430857,491587.98013187875,1019.0
13,12357,11854,15523,13348,13428,12958,135628.27099789455,230159.1805576174,501428.88068528095,1019.0
14,12482,11798,15927,13531,13575,13101,136953.78658445098,231636.242000257,510820.852778374,1019.0
15,12492,11671,16258,13655,13605,13161,138660.11235777655,233216.15066636243,519636.0288365662,1019.0
16,12426,11515,16479,13670,13567,13183,140254.086513071,234868.36195855876,530115.2615384166,1019.0
17,12466,11473,16844,13773,13681,13329,141794.58983949255,236484.25793935385,540714.4187744712,1019.0
18,12480,11364,17115,13802,13746,13411,143294.4071107589,238128.45965540744,551049.0300824346,1019.0
19,12290,11193,17231,13716,13631,13367,144455.61600510989,239814.90560022628,559739.3118668947,1019.0
20,12344,11140,17569,13791,13697,13565,145497.69309240056,240831.9100510742,568795.4522799054,1019.0
21,12501,11181,17946,13974,13921,13733,146806.63592028432,242420.24773626844,578390.6189551188,1019.0
22,12641,11221,18414,14232,14094,13950,148345.08423962203,244141.6664776916,586519.5661915387,1019.0
23,12777,11250,18890,14436,14325,14156,150289.93735307132,245676.1580143502,594067.1425980581,1019.0
24,12908,11319,19346,14644,14533,14396,152082.31954001464,247558.8253666215,602661.4420980228,1019.0
25,12986,11323,19776,14822,14676,14587,154038.43925103015,249517.02507054282,611767.9680242841,1019.0
26,13077,11347,20254,15072,14818,14788,155897.06153937805,251462.32625897403,623369.8908779761,1019.0
27,13007,11328,20691,15157,14890,14979,158251.8641158736,253923.70920207296,633257.6273207926,1019.0
28,12892,11289,21043,15194,14951,15079,160836.40664352523,256464.79173167126,642512.4867598726,1019.0
29,12977,11279,21449,15373,15129,15203,162368.93761289245,258675.50937509118,652758.4428577361,1019.0
30,13116,11295,21881,15514,15348,15430,163881.99803867546,260557.71332128986,662597.5698381759,1019.0
31,12680,11155,22075,15252,15242,15416,165743.23231372196,263022.93433898775,673139.8222818751,1019.0
32,12807,11146,22439,15366,15383,15643,167532.5318904374,265001.2101115997,681972.6512365983,1019.0
33,12914,11177,22849,15502,15639,15799,168852.01656155524,266763.5714722599,692940.2355030649,1019.0
34,12973,11244,23314,15664,15784,16083,170546.1394113883,269009.2505481617,702996.688646127,1019.0
35,13149,11262,23800,15853,15968,16390,171996.1506384352,271124.9472064292,713338.0313804683,1019.0
36,13291,11302,24278,16066,16168,16637,173704.9275708304,273447.92214751604,724560.0084448269,1019.0
37,13274,11285,24667,16137,16247,16842,175636.97885059693,275661.951769819,734930.186346559,1019.0
38,13314,11309,24999,16298,16299,17025,177493.98080524008,277727.06262436905,744842.5560085637,1019.0
39,13364,11311,25438,16430,16415,17268,179768.28219572487,279921.75290453,753376.0079966021,1019.0
0,11653,12936,11231,11653,12936,11231,111205.4012714691,207672.31945129676,388660.55563085934,1020.0
1,11938,13468,11844,11805,13351,12094,111781.242970906,208132.16537986454,391763.22637293977,1020.0
2,12045,13737,12307,12286,13535,12268,112604.36214801925,209726.06667632164,399901.00087143556,1020.0
3,11994,13835,12641,12506,13584,12380,114051.77763872384,211352.8613254797,407327.42977319646,1020.0
4,11942,13894,12971,12725,13605,12477,115760.3191585441,213262.39864979757,416433.08485744806,1020.0
5,11890,14000,13296,12911,13715,12560,118392.03218016437,215185.7537376907,429805.14289016556,1020.0
6,11810,13995,13594,13070,13719,12610,120716.68617893585,217217.2771281265,440446.7043374035,1020.0
7,11742,14085,13928,13249,13774,12732,122571.94865693906,219285.52845647646,452169.4772726665,1020.0
8,11655,14129,14242,13382,13774,12870,124496.40054344592,221181.12280459664,463971.95126073953,1020.0
9,11205,13815,14296,13068,13487,12761,127020.58502850911,223264.7987768611,475078.0212260142,1020.0
10,11131,13930,14568,13224,13512,12893,128403.238878022,225080.77012288812,485586.8129365209,1020.0
11,10883,13872,14721,13112,13473,12891,130199.352046163,226873.35664140436,497949.8745677382,1020.0
12,10817,13998,15029,13303,13556,12985,131593.6629766405,228671.92664926228,507137.0317019351,1020.0
13,10656,13942,15274,13288,13550,13034,133412.90146676797,230182.20811455027,517532.66442734865,1020.0
14,10645,14050,15608,13436,13640,13227,134691.12852823213,231888.73531741957,527650.2640833132,1020.0
15,10559,14075,15999,13553,13793,13287,136505.68197684136,233492.5238027774,537975.8594644682,1020.0
16,10328,13944,16262,13532,13737,13265,138496.23900807704,235419.97122477807,547496.8826006247,1020.0
17,10278,14004,16626,13660,13868,13380,139878.92936649706,237429.80771960443,557005.064859719,1020.0
18,10156,13997,16951,13747,13916,13441,141345.04433869908,239087.36519335024,566567.4328766495,1020.0
19,9908,13785,17062,13626,13787,13342,142926.7429049112,241209.49297579448,576390.1646393908,1020.0
20,9871,13890,17390,13745,13893,13513,144087.9296406336,242597.0656229109,584426.5033758944,1020.0
21,9933,14026,17778,13934,14101,13702,145398.53353444993,244344.23235421677,594534.8860551482,1020.0
22,9977,14212,18235,14130,14324,13970,146711.55834186004,245895.60832618322,603309.8549255992,1020.0
23,10032,14414,18692,14369,14544,14225,147924.45298011316,247610.0417567929,611044.1838312483,1020.0
24,10055,14615,19117,14630,14698,14459,149404.90405447356,249792.51809608235,619837.2375954085,1020.0
25,10014,14774,19566,14790,14844,14720,150973.05586985452,251748.49652463268,628133.9615775844,1020.0
26,9963,14937,20001,14959,15032,14910,152631.20260455972,253756.2535421612,637569.513509602,1020.0
27,9907,15027,20386,15102,15128,15090,154437.6316914238,255922.57655573942,647356.2211858268,1020.0
28,9803,15027,20643,15118,15161,15194,156305.76700508874,258105.87012085164,656849.8197188673,1020.0
29,9853,15173,21011,15220,15396,15421,157935.04492796402,260354.4601996015,667171.1169887676,1020.0
30,9872,15350,21440,15484,15569,15609,159410.08834543434,262215.08699448674,676374.465996822,1020.0
31,9607,15094,21588,15395,15393,15501,161236.97095011576,264417.42836016975,686550.0147868043,1020.0
32,9625,15128,21956,15499,15495,15715,162826.80742845268,266301.6369005093,698104.3208478609,1020.0
33,9629,15258,22408,15648,15703,15944,164425.59179168893,268406.3303498964,707186.7638139103,1020.0
34,9668,15448,22812,15867,15886,16175,165919.19499718433,270439.7941408946,718068.1305898973,1020.0
35,9671,15681,23280,16077,16040,16515,167398.81379636913,272388.7299839547,728799.6366231889,1020.0
36,9674,15875,23743,16270,16297,16725,168988.83485657861,274768.5201630071,737919.5470963189,1020.0
37,9634,15950,24060,16378,16341,16925,170852.2225337837,277075.04079139617,747484.4088871245,1020.0
38,9551,16034,24453,16486,16438,17114,172771.53186860488,279235.32192146167,757724.2890949773,1020.0
39,9528,16083,24892,16670,16630,17203,174532.5114037259,281554.2374306022,769721.6241618968,1020.0
0,11653,12936,11231,11653,12936,11231,111205.4012714691,207672.31945129676,388660.55563085934,1021.0
1,11847,13939,11484,11836,13428,12006,111647.7615773357,208386.3396346653,392606.83819145785,1021.0
2,11876,14598,11659,12277,13610,12246,112666.55423100006,209999.82395766146,400433.9080129024,1021.0
3,11808,15052,11804,12581,13653,12430,114203.86685980026,211745.53670262522,410957.65887699113,1021.0
4,11713,15405,11902,12751,13719,12550,116727.17873929451,213604.07101321899,419362.1095881121,1021.0
5,11614,15783,12020,12926,13788,12703,118761.73423204609,215593.54364834772,429123.12566732033,1021.0
6,11487,16118,12094,13050,13822,12827,120389.49042881702,217493.08812226058,439043.97064409935,1021.0
7,11327,16436,12188,13185,13832,12934,122141.66031975872,219702.1801842734,448845.64248838654,1021.0
8,11197,16789,12242,13306,13880,13042,123785.70737450477,221625.93124808662,458530.2813605986,1021.0
9,10750,16704,12066,13086,13562,12872,125598.21771564469,223618.71174713605,470236.0368338288,1021.0
10,10590,17179,12057,13263,13613,12950,127011.52687833717,225421.73124614262,479518.5930590927,1021.0
11,10330,17316,12024,13208,13546,12916,128453.93570808053,227346.9725241653,489176.4605396161,1021.0
12,10221,17650,12080,13338,13644,12969,130282.35789354937,228869.7382854601,498573.1303077139,1021.0
13,10065,17803,12092,13414,13574,12972,132014.5065387738,230547.93796271086,507221.6651698367,1021.0
14,9980,18239,12175,13596,13693,13105,133334.30641695217,231921.0999042373,517128.63316511095,1021.0
15,9839,18579,12297,13688,13790,13237,134993.55075106357,233613.44474381814,527520.6376062508,1021.0
16,9621,18604,12372,13659,13708,13230,136332.08251965934,235455.65111359386,537057.9604760377,1021.0
17,9551,18936,12493,13754,13823,13403,137410.02587439422,236950.7680475723,546915.4140146081,1021.0
18,9372,19113,12580,13735,13805,13525,138987.28570724797,238690.7695851039,556493.8903058771,1021.0
19,9147,18915,12677,13580,13661,13498,140492.36905325836,240167.64491144242,567804.4251475579,1021.0
20,9085,19236,12810,13718,13785,13628,141833.09526207834,241282.378064124,575681.129116338,1021.0
21,9061,19641,12973,13885,14020,13770,143096.85930981286,242318.0661708819,586316.372672826,1021.0
22,9053,20126,13156,14113,14222,14000,144352.31433209553,243914.58363831785,596898.2665755268,1021.0
23,9075,20657,13374,14375,14482,14249,145603.2585667093,245681.31925970127,605462.1458292702,1021.0
24,9048,21138,13550,14609,14661,14466,147178.40202097912,247624.33940318626,613520.0908072506,1021.0
25,8976,21475,13744,14698,14831,14666,148574.50770410002,249506.60969738683,624742.9074872532,1021.0
26,8928,21896,13953,14888,14989,14900,150191.06024245865,251525.55927229588,634077.9645690022,1021.0
27,8850,22203,14126,14993,15105,15081,151871.57092034427,253772.26740212718,644643.9267113173,1021.0
28,8729,22227,14279,14912,15160,15163,153413.67020775753,256071.3500688701,654210.4611095677,1021.0
29,8691,22609,14504,15060,15344,15400,154894.7380345946,257979.08730497776,663621.9469094317,1021.0
30,8619,22944,14662,15204,15472,15549,156338.65646250895,259837.5996962482,673783.6046318003,1021.0
31,8396,22642,14841,15128,15221,15530,158281.96447530875,261976.75622093293,684517.5223664341,1021.0
32,8351,22963,14996,15211,15348,15751,159444.96817186638,263653.721169403,697526.801451581,1021.0
33,8339,23369,15198,15388,15573,15945,160817.28530619814,265714.2462723792,706229.8599267703,1021.0
34,8326,23802,15419,15553,15812,16182,162197.65771610278,267770.8498526133,718235.14979567,1021.0
35,8306,24245,15625,15747,15954,16475,163852.5431374421,269801.3180735196,729108.9953409585,1021.0
