time,sum_hh_low_HH,sum_hh_med_HH,sum_hh_high_HH,sum_occ_low_BG,sum_occ_med_BG,sum_occ_high_BG,mean_price_low_BG,mean_price_med_BG,mean_price_high_BG,seed
34,13457,13314,20618,15860,15555,15974,167402.13672898198,267523.01770235965,699611.255827633,1000.0
35,13646,13428,20980,16030,15794,16230,169457.1381010286,269286.2226557946,708530.2309027265,1000.0
36,13763,13558,21337,16209,15974,16475,171481.57664891542,271377.56524755683,717421.5720655909,1000.0
37,13762,13620,21675,16304,16125,16628,173053.51283106516,273482.20973197283,728336.2213212623,1000.0
38,13758,13694,22031,16412,16260,16811,174940.62167682443,275599.0620103196,738719.2533965714,1000.0
39,13880,13761,22374,16558,16401,17056,176742.5847110785,278038.53291216044,749839.4869136779,1000.0
0,11653,12936,11231,11653,12936,11231,111205.4012714691,207672.31945129676,388660.55563085934,1001.0
1,12558,13045,11671,12071,13409,11794,111774.1233513821,208578.70054646544,390537.9006237304,1001.0
2,13046,13033,12057,12465,13540,12131,112743.84360111188,210142.37967860806,400622.2763231596,1001.0
3,13204,12971,12333,12712,13532,12264,114952.2706314753,211811.15722772537,408757.03187763464,1001.0
4,13449,12912,12556,12906,13585,12426,117271.51378475147,213814.44979556155,418934.8770319614,1001.0
5,13623,12825,12815,13025,13670,12568,119171.850070099,215486.85311828958,428691.7247527731,1001.0
6,13717,12703,13020,13129,13642,12669,121019.82978412414,217560.4868380733,440669.200446246,1001.0
7,13915,12621,13316,13274,13749,12829,122981.66314377454,219422.88308577525,450256.21680280915,1001.0
8,14031,12479,13527,13411,13722,12904,124981.37779351644,221491.98509535237,459954.3881575049,1001.0
9,13711,12059,13460,13100,13412,12718,127545.65061214693,223405.5767527825,473630.4214227032,1001.0
10,13988,11901,13682,13278,13414,12879,129029.43799662993,225247.1952098412,483864.9263531501,1001.0
11,14030,11663,13735,13340,13306,12782,130747.87222283013,227108.28780685825,493233.2877088087,1001.0
12,14236,11525,13915,13442,13402,12832,131901.31998085568,229090.06782367392,501619.35703152756,1001.0
13,14294,11326,14098,13456,13389,12873,133399.89813508262,230700.86969787846,511453.3380967709,1001.0
14,14551,11211,14412,13552,13575,13047,134766.2423779793,231977.5517108048,521244.44609741913,1001.0
15,14625,11068,14651,13665,13592,13087,136409.58449289322,233814.13768945422,531571.7329447962,1001.0
16,14591,10944,14835,13655,13595,13120,137934.33861329878,235474.79727638778,540829.3459319968,1001.0
17,14783,10817,15054,13736,13682,13236,139156.3695426481,237073.8883431161,550283.8244000067,1001.0
18,14804,10764,15263,13757,13772,13302,140534.8632654703,238623.1101825218,561973.006538086,1001.0
19,14561,10634,15446,13667,13692,13282,142056.6004049585,240351.55685923225,571644.3598720727,1001.0
20,14721,10589,15746,13756,13821,13479,143204.10089056627,241629.11702104044,581399.7715893866,1001.0
21,14965,10577,16092,13950,13998,13686,144174.40036411438,242884.23741825228,590559.8273862365,1001.0
22,15246,10565,16438,14182,14162,13905,145789.33470934775,244315.49151923668,600461.2217605504,1001.0
23,15560,10547,16778,14382,14330,14173,147351.82554349146,245708.34200438578,612066.4453267795,1001.0
24,15772,10521,17124,14528,14484,14405,148874.22509508973,247216.5573592238,622903.1026638851,1001.0
25,15905,10517,17502,14647,14629,14648,150463.097588343,249003.24624922386,633795.5321172557,1001.0
26,16148,10523,17854,14847,14781,14897,151832.22530696608,250675.77897196938,645985.4392039735,1001.0
27,16195,10496,18144,14902,14869,15064,153314.1549036742,252665.54517543913,658870.0071592793,1001.0
28,16168,10447,18436,14907,14957,15187,155030.6443452758,254774.41211973372,671294.3067021001,1001.0
29,16327,10435,18782,15049,15108,15387,156596.6075177451,256902.82490770868,683132.5155513474,1001.0
30,16586,10421,19120,15219,15298,15610,157759.4650979722,258851.30420828456,694331.9610449248,1001.0
31,16197,10331,19337,15107,15207,15551,159208.8502837586,261035.85527484646,705778.7128350501,1001.0
32,16377,10285,19660,15234,15338,15750,160770.02939103154,262758.1449203569,716844.6631424936,1001.0
33,16487,10273,19978,15370,15420,15948,162274.85979095282,264714.5894084497,729484.7342340454,1001.0
34,16692,10261,20321,15505,15598,16171,163589.23094061148,266567.98491449276,750790.1392073648,1001.0
35,16912,10262,20681,15657,15796,16402,165152.25955073655,268289.6039291047,761729.9044752727,1001.0
36,17147,10260,21056,15839,16035,16589,166800.96198805847,270243.3920819937,776127.6967592768,1001.0
37,17185,10267,21415,15937,16123,16807,168522.99061480467,272337.378123905,794037.0865225994,1001.0
38,17331,10265,21751,16114,16243,16990,170057.21187736062,274057.68491513014,806612.5593049545,1001.0
39,17532,10249,22025,16279,16386,17141,171711.4029941352,276096.80479028873,823169.876783012,1001.0
0,11653,12936,11231,11653,12936,11231,111205.4012714691,207672.31945129676,388660.55563085934,1002.0
1,12081,13622,11583,11902,13408,11976,111690.31157757298,208331.87347912908,391991.3073821903,1002.0
2,12271,14062,11827,12349,13567,12244,112732.98893746041,210092.42103147684,402077.8000560855,1002.0
3,12269,14355,11983,12604,13660,12343,114529.17723274525,211930.7195966644,412457.80724637763,1002.0
4,12277,14583,12077,12807,13690,12440,116307.92198776973,213974.34603153815,419860.22623902984,1002.0
5,12242,14745,12205,12925,13746,12521,118393.23906056349,215966.2032416817,428164.0826128549,1002.0
6,12186,14933,12336,13095,13769,12591,121048.66221159553,217819.55708107384,437764.46780355996,1002.0
7,12162,15165,12498,13297,13829,12699,123272.55085467358,219683.55331797118,447887.48192501377,1002.0
8,12091,15335,12642,13411,13865,12792,125297.17313574809,221621.42622856825,457518.8531980892,1002.0
9,11655,15157,12436,13102,13491,12655,127749.08028391014,224082.85132023811,466201.99740046996,1002.0
10,11629,15445,12529,13239,13558,12806,129665.25514742467,225817.05386807004,476148.2725834976,1002.0
11,11450,15437,12512,13160,13499,12740,131317.1276743391,227476.1029983547,486772.6267904382,1002.0
12,11504,15761,12622,13353,13623,12911,132755.58353130645,229252.51920531996,495719.63681757613,1002.0
13,11365,15805,12687,13368,13600,12889,134543.329178232,231016.39771989186,504880.4772624792,1002.0
14,11424,16069,12846,13523,13722,13094,136373.07183433388,232762.08214170396,514743.9184711007,1002.0
15,11404,16231,12996,13610,13830,13191,138105.661429453,234570.5868930028,524944.6666751209,1002.0
16,11190,16300,13100,13600,13752,13238,139478.530004666,236437.18321199945,534698.1053529866,1002.0
17,11178,16484,13266,13686,13889,13353,141120.97837609128,238482.07666994713,545449.4866214661,1002.0
18,11062,16555,13413,13786,13928,13316,142891.78009138966,240423.15196375563,555214.6658507793,1002.0
19,10850,16474,13532,13726,13892,13238,144697.31110984032,241946.20610671473,566309.9008087532,1002.0
20,10818,16632,13722,13792,13976,13404,146132.92913695524,243283.81993439043,575941.2645694184,1002.0
21,10887,16874,13918,13942,14086,13651,147637.6815527372,244787.16275885183,583381.9361711933,1002.0
22,10954,17200,14150,14137,14269,13898,149424.7054612931,246590.6926874655,590906.7153645543,1002.0
23,11004,17574,14378,14313,14491,14152,150879.8881963073,248369.9207951257,598160.9939454753,1002.0
24,11016,17904,14587,14519,14636,14352,152417.91387682257,250233.59396846764,606873.8044650425,1002.0
25,11020,18215,14805,14711,14770,14559,153879.92337266981,252400.55218702697,615905.8239936527,1002.0
26,11062,18529,15024,14900,14960,14755,155553.72576976346,254272.2554487071,624698.4072920699,1002.0
27,10987,18739,15254,15005,15032,14943,157233.63319651174,256726.04288407738,635126.4458843243,1002.0
28,10820,18800,15420,14979,15052,15009,158716.22719245913,259149.52374015324,644621.8002800365,1002.0
29,10882,19042,15653,15184,15175,15218,160836.1210800853,261037.16304546926,654285.9644116185,1002.0
30,10914,19321,15896,15307,15365,15459,162364.3481407557,263140.15691688395,664443.306131108,1002.0
31,10670,19213,16068,15190,15309,15452,164588.65083586448,265239.52811120066,676155.5390990952,1002.0
32,10641,19414,16298,15306,15447,15600,166359.291036733,267134.33307144674,684876.5072101066,1002.0
33,10817,19641,16536,15505,15642,15847,168265.93495485003,269201.62450161256,693386.4066526043,1002.0
34,10824,19907,16777,15636,15787,16085,170222.71426105476,271259.5635561866,702799.6701490734,1002.0
35,10946,20308,17038,15896,16031,16365,171745.10344952013,273463.6971571937,715279.5392829087,1002.0
36,11015,20604,17311,16106,16192,16632,173796.799835683,276024.08748735575,725490.0184091241,1002.0
37,10966,20794,17569,16176,16330,16823,176475.15630304138,278308.796138649,734443.7988990726,1002.0
38,10963,21025,17789,16235,16483,17059,178863.89436282104,280716.26004601974,743345.6760113017,1002.0
39,11001,21257,18049,16411,16625,17271,181532.979065133,283006.1305933186,753111.793088056,1002.0
0,11653,12936,11231,11653,12936,11231,111205.4012714691,207672.31945129676,388660.55563085934,1003.0
1,11894,13507,11853,11791,13351,12112,111657.14704153684,208329.65546795604,392140.35173431586,1003.0
2,11950,13860,12303,12291,13506,12316,112509.36481494209,209989.91051789024,402230.430861748,1003.0
3,11882,14040,12670,12604,13548,12440,114025.3100456627,211782.33432935496,411151.4757481295,1003.0
4,11814,14165,12967,12766,13650,12530,115654.19427122487,213899.0778003836,420621.94125490775,1003.0
5,11752,14296,13270,12958,13732,12628,118176.34633204919,215892.77085766828,429484.12739861145,1003.0
6,11657,14385,13543,13111,13787,12687,120402.79228764567,217669.0580958875,438068.7497500166,1003.0
7,11567,14552,13826,13275,13853,12817,122579.9845164943,219697.52024981406,454919.39183767,1003.0
8,11473,14674,14166,13442,13887,12984,124620.82874860612,221705.85391236728,467069.29452737275,1003.0
9,11006,14396,14068,13081,13534,12855,127106.46196902005,223858.74807978005,477448.8937528968,1003.0
10,10915,14480,14391,13238,13602,12946,128696.95901353162,225847.03526050242,487320.55543994706,1003.0
11,10700,14405,14495,13237,13507,12856,130314.45775292048,227611.3472304117,497738.2296264763,1003.0
12,10650,14541,14809,13348,13669,12983,132187.39109804766,229040.71207160736,507102.87918620463,1003.0
13,10443,14529,14987,13325,13648,12986,133904.7091162158,231060.31105672193,518992.3105544811,1003.0
14,10430,14689,15341,13503,13806,13151,135180.66224614574,233004.07074225938,527497.3079713007,1003.0
15,10270,14729,15617,13578,13831,13207,136580.5466965456,234505.30790103195,537428.0077290696,1003.0
16,10057,14648,15825,13556,13799,13175,138528.92899457013,236481.27416551957,547157.9833921554,1003.0
17,9964,14776,16194,13685,13912,13337,139572.7381849131,237950.10242563108,555872.0043827479,1003.0
18,9834,14800,16421,13769,13898,13388,140856.22563878828,239782.9427630642,566861.7787260537,1003.0
19,9641,14681,16588,13753,13778,13379,142698.66703684308,241200.37001758048,577036.0718046667,1003.0
20,9597,14755,16870,13848,13903,13471,144116.75653413407,242526.6288634944,585424.6499641337,1003.0
21,9572,14947,17248,14065,14038,13664,145437.62268694665,244026.05005592716,593886.2042907123,1003.0
22,9542,15130,17660,14251,14199,13882,146726.42408909957,245763.72312092717,602269.9367068028,1003.0
23,9574,15410,18120,14481,14483,14140,148184.74642415435,247574.16582594143,611924.1343681266,1003.0
24,9574,15565,18572,14720,14652,14339,149830.45381028322,249126.7810825652,620200.1722725717,1003.0
25,9493,15730,19003,14857,14857,14512,151769.03720278692,250913.48420521565,629002.6198587129,1003.0
26,9450,15953,19393,15051,15032,14713,153567.50591037262,252845.51688020458,638113.2280838629,1003.0
27,9343,15987,19736,15162,15068,14836,155552.9517635832,254717.13684473958,648533.8407899817,1003.0
28,9220,15939,20050,15153,15036,15020,157281.46152700842,257353.77999167785,660743.5246252605,1003.0
29,9227,16107,20571,15342,15244,15319,158757.82331533585,259227.42985990093,671942.860006083,1003.0
30,9236,16232,20986,15501,15425,15528,160468.76217299164,261099.69745768892,682985.0361847737,1003.0
31,9064,15997,21179,15410,15383,15447,162516.33421773257,263094.7416412621,693965.629109587,1003.0
32,9037,16073,21541,15560,15548,15543,164127.56450964298,264962.44728053827,704390.8859159482,1003.0
33,9012,16192,21933,15700,15660,15777,165823.28674462944,266982.05908485147,713351.3137144576,1003.0
34,9010,16404,22369,15843,15866,16074,167463.3541751009,269058.8651097343,723812.9633401136,1003.0
35,8998,16615,22810,16079,16018,16326,168741.69544513136,271200.6631150395,734503.197545189,1003.0
36,8980,16829,23259,16245,16229,16594,170496.7388792924,273473.21639129304,743474.6389296161,1003.0
37,8951,16925,23613,16401,16277,16811,172326.56702854164,275744.34543039335,753444.3991744461,1003.0
38,8932,17026,23962,16547,16386,16987,174148.18790176936,278036.9899423404,763975.1041686345,1003.0
39,8937,17090,24307,16654,16455,17225,176036.45035370562,280235.1156858408,772816.215826952,1003.0
0,11653,12936,11231,11653,12936,11231,111205.4012714691,207672.31945129676,388660.55563085934,1004.0
1,12396,13025,11822,11989,13353,11901,111771.30470012421,208327.35592944946,390841.1058242428,1004.0
2,12780,13002,12347,12394,13522,12213,112631.0922437935,210064.09726505532,399424.8417975155,1004.0
3,12874,12877,12721,12589,13557,12326,114357.67738169599,211888.45776685377,406999.83503562317,1004.0
4,12995,12758,13043,12761,13621,12414,116247.75038069858,213707.3666827199,414923.08863882575,1004.0
5,13145,12664,13371,12955,13699,12526,119174.93100839344,215754.714381695,424441.23331278656,1004.0
6,13243,12533,13687,13089,13714,12660,121513.973438795,217754.7086554061,433318.89287248417,1004.0
7,13319,12382,14062,13258,13739,12766,123710.98813059343,219893.14645798993,442210.55700336274,1004.0
8,13421,12253,14419,13434,13753,12906,125832.20517074928,221857.3106664923,449959.0949622594,1004.0
9,13116,11806,14392,13114,13413,12787,127903.57367848126,223745.42510951194,459337.3715920236,1004.0
10,13264,11653,14721,13265,13503,12870,129142.90641234396,225395.95093099866,470338.9221576199,1004.0
11,13136,11381,14882,13268,13373,12758,131048.76777253636,227125.3032328378,480288.3361437808,1004.0
12,13350,11223,15235,13475,13443,12890,132691.27181712372,228750.17926198707,492507.6163758611,1004.0
13,13332,11038,15462,13538,13407,12887,134211.63707528517,230079.8404274,501453.9529027186,1004.0
14,13549,10912,15867,13743,13481,13104,135598.4024499439,231692.83159267638,512904.6617787117,1004.0
15,13609,10784,16182,13803,13547,13225,137194.3997912481,233191.55202373784,521748.12508637,1004.0
16,13517,10605,16397,13769,13591,13159,139745.36449316578,235251.7863880008,531766.9710077848,1004.0
17,13643,10488,16740,13840,13709,13322,141272.68957087566,236734.0372030553,541207.7035882977,1004.0
18,13591,10341,17008,13825,13767,13348,143441.77291338032,238336.1478128331,552345.1148980359,1004.0
19,13322,10177,17241,13790,13641,13309,145047.57678013574,240051.94547610698,565307.9891861007,1004.0
20,13475,10102,17546,13913,13756,13454,146388.72948788054,241465.67877119736,574058.5212232753,1004.0
21,13708,10045,17975,14079,13961,13688,147659.20994810486,243212.37855553845,584942.9955166492,1004.0
22,13897,9993,18424,14249,14147,13918,149208.18289830352,244487.23949507822,593470.0913990902,1004.0
23,14127,9965,18864,14449,14371,14136,150588.84435771874,246292.50934568007,601874.5523269968,1004.0
24,14285,9937,19295,14605,14528,14384,152388.59569955003,248289.51135027842,611799.4903110728,1004.0
25,14371,9883,19775,14798,14625,14606,153784.47491183542,250247.58454110188,620871.3892994417,1004.0
26,14525,9872,20192,14991,14763,14835,155246.39777331246,252098.98949605357,630038.5569131299,1004.0
27,14572,9842,20602,15147,14875,14994,157225.6823523232,254386.62860519992,640318.8200030263,1004.0
28,14515,9790,20973,15236,14888,15154,159386.37933152824,256695.57013340844,650101.8789701181,1004.0
29,14709,9728,21411,15384,15074,15390,161120.7192685213,259202.29478353565,659005.7291271709,1004.0
30,14853,9699,21860,15538,15221,15653,162885.78378880818,261399.30265610357,670344.5919092774,1004.0
31,14445,9594,22105,15446,15169,15529,164874.8841850055,263970.9680621424,680683.1243587154,1004.0
32,14579,9542,22424,15583,15274,15688,166760.65102853448,266448.1617840313,691797.8265080873,1004.0
33,14803,9490,22831,15739,15454,15931,168505.30308307888,268293.65006522834,700568.4662388032,1004.0
34,14978,9449,23273,15899,15618,16183,170372.31525216327,271308.916485502,709288.4409324117,1004.0
35,15188,9437,23704,16088,15830,16411,172042.06963584136,273562.729718655,718932.8532410803,1004.0
36,15338,9433,24197,16360,15964,16644,173587.88796076085,276118.59714224713,730305.0688146662,1004.0
37,15354,9388,24541,16479,16010,16794,175216.63114387082,278472.21871096466,741735.0023560199,1004.0
38,15451,9335,24936,16609,16148,16965,177131.8477986064,281190.0120283448,751251.9403508788,1004.0
39,15567,9304,25342,16772,16277,17164,178972.94608496205,283733.76022656774,760602.1768394494,1004.0
0,11653,12936,11231,11653,12936,11231,111205.4012714691,207672.31945129676,388660.55563085934,1005.0
1,12305,13132,11835,11928,13384,11960,111757.9310218379,208310.27036308596,390492.52662841964,1005.0
2,12673,13207,12289,12364,13539,12266,112548.92096614775,209900.89568631697,401741.81894835713,1005.0
3,12767,13141,12664,12640,13543,12389,114125.57508721433,211701.02427700453,410428.7966454021,1005.0
4,12867,13120,12993,12817,13660,12503,115547.16087192945,213818.6261881495,421843.5728107176,1005.0
5,12973,13053,13299,13011,13718,12596,117892.9251854478,215843.04605905787,430195.8379282069,1005.0
6,12969,12986,13569,13121,13736,12667,119697.58753952252,218001.5242270592,438648.7098338878,1005.0
7,13040,12911,13856,13257,13778,12772,122272.66656237806,219933.95315451626,448029.7894543298,1005.0
8,13073,12849,14158,13401,13796,12883,124299.60044100154,221788.3616495689,458011.43606235395,1005.0
9,12774,12474,14063,13115,13473,12723,126990.78554728598,223954.26872523542,467731.6329077558,1005.0
10,12913,12362,14355,13237,13520,12873,128140.40502665,225770.61302315333,477273.3059602601,1005.0
11,12910,12164,14522,13236,13506,12854,129434.09998705289,227524.74137993425,489841.68719227094,1005.0
12,13014,12041,14814,13288,13597,12984,130977.44995774023,228978.59517236857,500069.60910869547,1005.0
13,13046,11905,15078,13325,13604,13100,132217.08943259952,230612.6181917217,510851.0949252509,1005.0
14,13111,11829,15434,13405,13680,13289,134146.18855010424,232069.25012502348,521685.85166389105,1005.0
15,13150,11743,15791,13476,13736,13472,135772.96120817796,233894.848846117,533648.3601040653,1005.0
16,13012,11538,16072,13531,13596,13495,137605.26602086244,235639.37164833298,544274.81428309,1005.0
17,13133,11492,16367,13653,13759,13580,139323.07427324902,237311.78909503686,553977.246353025,1005.0
18,13085,11411,16627,13743,13746,13634,140814.13579443964,238729.61915645527,563082.597050842,1005.0
19,12767,11275,16812,13690,13644,13520,142311.05185340284,240322.07984621282,574515.4113361564,1005.0
20,12886,11219,17149,13881,13705,13668,143659.40878956008,241465.95544305557,581273.3821792606,1005.0
21,13094,11208,17508,14048,13908,13854,144868.5521885246,242947.00881600013,587782.1438649105,1005.0
22,13332,11219,17903,14276,14118,14060,146601.7549374221,244391.18645755062,596066.6377131017,1005.0
23,13473,11244,18358,14477,14281,14317,148294.5766215814,246190.3012609589,606185.6069949458,1005.0
24,13631,11269,18727,14635,14486,14506,149617.38383042533,248054.97349994123,618093.7309437409,1005.0
25,13747,11275,19118,14789,14609,14742,151014.60070551807,249958.4895701561,628499.7733761903,1005.0
26,13889,11327,19516,14953,14732,15047,152406.10482385254,251794.8223958363,637327.7033078108,1005.0
27,13911,11311,19871,15062,14835,15196,153810.13764716603,253877.23795903815,647747.1537047739,1005.0
28,13859,11297,20229,15168,14885,15332,155813.00704995223,255885.83734642365,659463.9689181126,1005.0
29,14014,11339,20688,15346,15095,15600,157502.1997920391,257653.05409722764,670370.324773478,1005.0
30,14131,11356,21067,15509,15235,15810,159122.93509059757,259546.9514357229,679426.8742917423,1005.0
31,13825,11214,21215,15305,15217,15732,160608.7289628965,261616.08703148772,689245.2704264008,1005.0
32,13936,11235,21574,15480,15348,15917,162409.427296155,263510.7486248932,698939.7132525808,1005.0
33,14066,11256,21938,15690,15496,16074,164070.29815001268,265394.1772007835,708876.4796655203,1005.0
34,14231,11279,22336,15837,15723,16286,165643.9100449962,267225.269834149,717586.239187939,1005.0
35,14439,11291,22770,16050,15889,16561,167506.89908657354,269186.7987297777,727115.1485942599,1005.0
36,14567,11357,23207,16178,16116,16837,169131.43634605184,271170.12950707885,736385.554228995,1005.0
37,14491,11352,23556,16275,16147,16977,171051.1959728725,273418.1065158891,747381.3429359898,1005.0
38,14445,11355,23998,16336,16221,17241,173048.88019766466,275490.48844515,758356.006431439,1005.0
39,14480,11356,24436,16501,16341,17430,174970.19107071325,277610.94461930747,769965.6284236668,1005.0
0,11653,12936,11231,11653,12936,11231,111205.4012714691,207672.31945129676,388660.55563085934,1006.0
1,12385,13205,11698,11999,13424,11865,111788.75035132907,208408.4309021535,390123.40373234695,1006.0
2,12757,13313,12072,12381,13606,12155,112574.0957933758,209883.76373572022,399251.4884029033,1006.0
3,12879,13299,12399,12655,13607,12315,114357.8130018699,211622.80243844975,409091.34213485476,1006.0
4,12940,13271,12681,12846,13627,12419,116188.98938272097,213515.48213648697,417903.3010702188,1006.0
5,13035,13245,12961,13009,13688,12544,118098.18831439111,215472.09311523085,427383.42825382145,1006.0
6,13082,13187,13165,13144,13711,12579,121016.86386962955,217442.8305732101,436284.2406754567,1006.0
7,13192,13160,13424,13309,13753,12714,122915.70764353345,219576.60987626496,447951.853971219,1006.0
8,13241,13105,13679,13416,13804,12805,125138.59897416964,221563.8609153459,456086.33452083747,1006.0
9,12935,12737,13640,13151,13435,12726,127517.52407711605,223645.94264841315,464858.29799951194,1006.0
10,13088,12678,13837,13267,13518,12818,129201.28865126782,225290.92085577766,474850.3810174653,1006.0
11,13056,12517,13947,13231,13507,12782,130983.47124089322,226797.4882614884,483425.2015601455,1006.0
12,13160,12465,14175,13332,13596,12872,133028.26100191503,228251.9305755446,492370.48265398416,1006.0
13,13149,12332,14346,13378,13571,12878,135092.02977777764,229839.0019703624,503487.5731121535,1006.0
14,13257,12300,14655,13501,13674,13037,136382.5842542239,231278.93408396383,513117.3964028644,1006.0
15,13300,12274,14928,13601,13727,13174,137761.48395782404,232988.23724864805,524905.1100879582,1006.0
16,13130,12102,15133,13577,13609,13179,139477.89530852297,234738.31526276085,535122.3344586558,1006.0
17,13284,12118,15391,13687,13756,13350,140655.82384476834,236406.2554536527,546420.2132102135,1006.0
18,13297,12085,15612,13760,13814,13420,142099.72524644455,237881.766212058,554340.7523275651,1006.0
19,12989,11967,15737,13685,13716,13292,143513.98304607283,239727.29990287998,569416.3262167433,1006.0
20,13110,11933,16008,13817,13778,13456,144945.5177074907,240707.65950478482,579462.4881654358,1006.0
21,13263,11972,16301,13950,13949,13637,146452.12138454724,242019.52225870735,589808.4750135477,1006.0
22,13498,12053,16633,14161,14143,13880,147877.47095328072,243639.76475774887,601702.7574800912,1006.0
23,13677,12105,17028,14363,14379,14068,149359.20915243533,245331.83306879448,614694.9101271157,1006.0
24,13774,12182,17383,14517,14548,14274,150794.18333664635,247088.81984637916,628220.8113778618,1006.0
25,13919,12240,17739,14705,14712,14481,152103.34881431935,248753.72241983618,641659.340975532,1006.0
26,14037,12294,18093,14860,14833,14731,153827.03782189806,250422.02475771355,653594.8697344325,1006.0
27,14097,12312,18409,14974,14956,14888,155262.9975377501,252220.99592827252,665054.6420216192,1006.0
28,13947,12316,18686,15005,14954,14990,156790.25760975012,254363.59485446775,678345.9785624163,1006.0
29,14104,12403,19038,15168,15148,15229,158227.311401584,256308.88240135566,686796.209216793,1006.0
30,14237,12461,19332,15320,15267,15443,159820.72240949408,258010.57453067382,697139.1754293797,1006.0
31,13828,12307,19497,15156,15111,15365,161789.26425573477,260431.0838030401,708342.1997747322,1006.0
32,14020,12383,19830,15390,15235,15608,163223.47233146228,262358.4041769575,716888.666219457,1006.0
33,14283,12430,20172,15586,15420,15879,164927.43509296273,264434.88751474436,728521.2951808163,1006.0
34,14538,12510,20558,15824,15681,16101,166581.88949726842,266551.17353604204,742266.6084446074,1006.0
35,14690,12575,20937,15959,15866,16377,168372.6272080514,268570.91996380495,754884.6325913053,1006.0
36,14830,12684,21330,16162,16043,16639,170009.0291740011,270715.82358701486,764149.4826252462,1006.0
37,14774,12678,21613,16229,16078,16758,171901.6567450987,273305.8172140359,775092.2602387508,1006.0
38,14804,12706,21991,16404,16146,16951,173448.5291862468,275635.4084797888,789976.1447632875,1006.0
39,14902,12744,22304,16529,16272,17149,174977.6448924521,278016.23603058566,804223.9918367768,1006.0
0,11653,12936,11231,11653,12936,11231,111205.4012714691,207672.31945129676,388660.55563085934,1007.0
1,11874,13721,11654,11813,13394,12042,111719.82712741701,208371.1313048293,392213.80442295864,1007.0
